page,fbid
Science of Positivity,2214334552128862
Scientifique en chef du Québec,348429268832817
ScieriesMobilesNorwood,792013954268933
Scissor Sisters,100044545174727
ScoopNow,229616320774983
Scot Davidson,2120611884638218
Scotch-Brite,1713232232225730
Scotia Speedworld,178889318877865
Scotiabank,144658705550734
Scotiabank Arena,112894565391326
Scotiabank Blue Nose Marathon,55132121603
Scotiabank Futbol Club,956306684425531
Scotiabank Hockey Club,120301328030032
Scotiabank República Dominicana,230485060378918
Scotsburn Milk,156373308300830
Scott Brison,21243036640
Scott Cook,65082450096
Scott Cyr,387577611402843
Scott Helman,250942551752236
Scott McGillivray,151158894980113
Scott Miller CTV,100044618821062
Scott Moe,182365048474566
"Scott Reid, MP",961447807242438
"Scott Reid, St. Georges - Humber",694636850609963
Scott Simms,182287065140058
Scott's Nursery,163486277022410
Scottish Genealogy,149525735139281
Scotty Dynamo,64792843678
Scotty Fishing Products,138138476247887
Scotty Sire,643898002340586
Scout Environmental,464620663650485
Scout Magazine,131670126873979
Scouts Canada,27747198656
"Scrantonicity ""The Office"" Memes and More",503756216660301
Scrapbook & Cards Today,139301593679
Screen Rant,10765693196
ScrubNoob,102595274488564
Sculpture BY Timothy Schmalz,378229182276237
Se partir une page de memes,289038614834930
Sea Change Brewing Co.,291060091362437
Sea To Sky Gondola,226514174045647
Sea of Life,313135545725661
Sea of Whales Adventures,101275603249820
Sea-Doo,791437414231111
Sea-Doo,270689886444866
Sea-Doo,115743668306
Sea-Doo,157988744386057
Sea-Doo,1711304975861690
SeaLegacy,516187018501562
SeaLegs at the Beach,235006930216060
Sealand Quality Foods,1570049826368388
Seamus O'Regan,687107321368271
Sean Casey,162651190466584
Sean Chu Calgary,183039088708007
Sean Fraser,1627521694195438
Sean McCann,181373187155
Sean McColl,242287549221069
Sean Paul,10161539667
Searching for C-Shels,381113865428740
Searle Turton,175681169746534
Searson,22449268980
Seaspan Ship Management Ltd.,266395290072280
Seattle Thunderbirds,88453342812
Seaway Hyundai,118146198262091
Seaway Mall,5872034478
Sebastian Gaskin,268758073135462
Sebastien Corn,100052145471711
Sebastien Toutant / Seb Toots,100044603641794
Sebb Argo,959841060720536
Second Chance Animal Rescue Society,31319363814
Second Chance Animal Rescue-Windsor & Essex county,1412246085770096
Second Chance Auction Animals Rescue,245880978889664
Second Chance Clothing & Home Decor,1029633977162374
Second Harvest,7264992062
SecondStreet.org,1538230646323033
Secret Wood,424583701074819
Secretlifeofabionerd,100044429109710
See Love Share,1948889272040099
See Spot Run,21217636672
Seeding Square,854029857946937
Seek Purpose,359273044839873
SeekersGuidance: The Global Islamic Seminary,47051192317
Seeking Solace,100044168137201
Seeking Truth,139659126192540
Seido David Morgan,609006382779476
Selección de fútbol de El Salvador( La Selecta),18340929063
Select Sires GenerVations,716294471802513
Select Surfaces,102681037833778
Selina Photography,144693432297388
Selwyn Township,126948584130600
Semi,46772379819
Seminole Hospital District,509681409074138
Senagriculture Média,202099043541678
Senator Denise Batters,1013772845348966
Senator Paula Simons,185308438158957
Senator Rob Black,2089061891326197
Seniors Lifestyle Magazine,1005341952888398
Seniors in Canada,1471831713076413
Sense Of Art,1696388797325961
Sensenig's Landscape Supply,315607641931390
Sensibilisation Fibromyalgie Fibromyalgia,1377333229240484
Sensory Processing Disorder Parent Support  - Jeanette Loftus,182976771778906
Sensus Fidelium,249216128594750
Sentier Chasse-Pêche,309308394547
Sentiers Ludiques,109438037457948
Sentiers du Moulin,454916881216896
Sentinel Storage,154676917923236
Seori,615174848987292
Serena Ryder,100044530505537
Serge Beauchemin alias entrepreneur,100044268827900
Serge Birault / PapaNinja,100044601975222
Serge Bonin citoyen engagé pour le Québec,1796052610453131
Serge Devant,14213294587
Serge Fiori,100043871662455
Serge Péloquin,1763692377228455
Serie 119,151700485235881
Serocs,367331719953546
Serres Dauphinais St-Hubert,516748558354437
Serres Li-Ma,134868556588323
Sert Sözler,1569413189818884
Service correctionnel du Canada,1918083331769173
Service de police L'Assomption / Saint-Sulpice,166249036764352
Service de police Ville de Saint-Jérôme,945440128833343
Service de police de Laval,212671012136381
Service de police de Saint Jean sur Richelieu,214132629143759
Service de police de Sherbrooke,267761979914716
Service de police de l'agglomération de Longueuil,921088497907967
Service de police de la Ville de Gatineau,258889977469621
Service de police de la Ville de Montréal - SPVM,518989818298491
Service de police de la Ville de Saint-Eustache,1322551524527282
Service de sécurité incendie Saint-Apollinaire,676001489187249
Service des loisirs communautaires de la Base Valcartier,388613514495035
Serving The Humanity,525048650877600
Servus Credit Union,173647361674
Set 4 Lyfe Apparel,301847663505
Seta Hagopian - سيتا هاكوبيان,100044313885295
Setters Neighbourhood Pub and Liquor Store,561653827264282
Setup Master,1689309697975874
Seven Mile Sun,1796610227320809
Seven Peaks Festival,198616430738238
Seven Strait,217986211921270
Seventh Day Adventist Reform Movement,42644194480
Severn Cullis-Suzuki,153459556931
Seviria Cosplay,332548273620424
Sewveryeasy,745274075523440
Sewwandi Weerasinghe,353283555545711
"Sex, Games and Rock N' Roll - Podcast / Twitch",376023346553981
Sex-i & GENT,2344898815743803
Sex-i Candys & GENTlemen Asylum,1533269823599736
Sexplora,907220876072682
Sexy Brilliant - Empowered by Devina Kaur,465893510473322
Sexy Food Therapy - Melissa Ramos,99668698176
Sexy Lingerie,1465793596888935
Sexy Rivers,497457180423674
"Seytoo, Learn, Play.",101223144759592
Sh.Abuu Dalxa,256054811079629
Sha Mai Ba?,248194221925057
Shack Attakk,701626166639749
Shaco,1703595253222534
Shades of Black,274360486065333
Shades of Hope Wildlife Refuge,477706698958714
Shades of PINK,576405462387695
Shady Records,194172327284773
Shah Rukh Khan - The Baadshah,310456008984246
Shahana Quazi,239834629541365
Shaheen Bakshi,774369866075222
Shahin Najafi,50043108173
Shahrzad شهرزاد,443338359068135
Shahveer Jafry,100044420079935
Shai Gomez,100044255654825
Shaikh Abdul Aziz Al-Tarefe,454213747974117
Shailene Panylo,100400947986514
Shaker Sherbrooke,979875755496162
Shaker St-Hyacinthe,2405627229463105
Shaker St-Laurent,2235489853156642
Shaker Trois-Rivières,147152332592607
Shakespeare on the Saskatchewan,117175948370010
Shale Wagman,250224651676315
"Shall I Describe It To You, Or Shall I Find You A Box?",214488192060188
Shaman Sisters,390227464463979
Shamandeep Singh - SAF,1739774489627577
Shambhala Music Festival,9633698820
Shan Vincent de Paul,535560656485964
Shana Patry,173027502889781
Shane Clayton Getson,1937088316389191
Shane Koyczan,255800007835806
Shane Mahoney,369479089905524
Shane Pendergast,300218267465663
Shania Kids Can,416992104981478
Shanneyganock,100044239068949
Shannon Mayer,100044497301782
Shannon Passero,364134720368474
Shannon Stubbs,190440300974434
Shannon Tweed Simmons,100044304045635
Shape Up Supplement Store,479734410295
Shapes Fitness Centers,164910363555926
Share The Road,127469010598870
Sharedhealthmb,100155944950701
Shari Ulrich,108840389153407
Sharief Elfehail : شريف الفحيل,229367283861713
Sharks Feed,800081230157686
Sharkwater,339847625005
Sharon Lechter,67594596096
Sharp Magazine,52729485886
Shashaa Tirupati,100044146404027
Shattered Hearts - Getting Through The Grieving Process,557694907579936
Shaun Frank,557794760938670
Shaun Johnston,100044242578771
Shaun Majumder,100044229349466
Shaun Torrente Racing,177054532341873
Shaw,151441184886657
Shaw Festival,23987051319
Shaw Spotlight,1410696799063258
Shawbridge,803080883223760
Shawn Wasabi,577978478901010
Shawnigan Lake School,136901774067
Shaykh Abdullah Hakim Quick,434141020173
Shaykh Faraz Rabbani,239135326050
Shaykh Gilles Sadek - الشيخ جيل صادق,138664416187603
Shaykh Khalid Yasin,100044343343502
Shaykh Nurjan Mirahmadi,273797535979854
Shaykh Yusuf Badat,159524560732028
ShaykhFaisal,241204942588073
She Does The City,215435731822825
She Recovers,189151304482056
She's Got Leggz,1571501139775929
Shear WX Severe Weather Chasers,327212264143090
Shearwater Research,354561587945298
Sheenah Ko,648332535209777
Sheera Jasvir,337897684004
Sheertex,830178540464141
Sheikh Abdi Hersy,1189716477722548
Sheikh Said Rageah,357635541029085
Sheila Lopez,1023428847676559
"Sheila Malcolmson, MLA",788607237843222
Shek'art Label,195741567136138
Shelburne Police Service,260936021005835
Sheldon Cooper Forever,556653441535248
Shelley Johannson,100045038511499
Shelmerdine Garden Center,147265821997679
Shelter & Housing Justice Network,111242837312309
Shelter Point Distillery,591155614277006
Shen Lola Music,1851609968390594
Shenseea,250892168626598
Sherbrooke Honda,183864641630391
Sherbrooke Toyota,120061524702471
Sherbrooke Village,114818421893386
"Sheref Sabawy, MPP",451076332015986
Sheridan College,104584946625
Sheringham Distillery,1782547101970605
Sherlock Fans,103061723084074
Sherlock Holmes - Jeremy Brett,17699655759
Sherry Brown Photography,1214411631959380
Sherry Holmes,1458130247738087
Sherry Kahlon Club,100050186182355
Sherwood Co-op,325686640903115
Sherwood Ford,119180018092592
Sherwood Nurseries,114902302236765
Sherwood Park News,111831595583413
Shih Tzu,178054288943720
Shih Tzu World,758678604294214
Shilin,167766283276131
Shilo STAG,209864142469787
Shilpi Somaya Gowda,100057996190839
Shimallis Abdiisaa,2736980669675923
Shimmycocopuffsss,100044305905565
Shinedown,20415872588
Shingo Nakamura,185722748108330
Shingwauk Anishnaabe Students' Association (SASA),266482006727614
Shirley Bond,49028671668
Shirsha,303964923057068
ShirtPunch,271384382891847
Shirts marketed to extremely specific demographics,176010066233068
Shit Academics Say,1452615238293602
Shitpost:76,605242016301295
Shiva Rea,100044400427427
Shivani's Kitchen,288461324681064
Shivjot,100044626050387
Shoal Lake #40 First Nation,1728034130792861
Shobhit Banwait,100044109952294
"Shoes for the Soul, Baker St. Nelson, BC",198132430209392
Shop 124 Street & Area,381889989873
Shop Ruthie Grace,178607158837411
Shopify,1590397834342198
Shopify,146963195973344
Shopify,1775591749158816
Shopify,20409006880
Shopify,525048987894635
Shopify Partners,1558491494467639
Shoppers Drug Mart,95938536190
Shopé,1484309211821920
Shordie Shordie,334178717364721
Shoreline Orthodontics,88747851058
Short Points,144541372423406
Short Presents: Food Fashion Beauty Travel,183197735071989
ShortCircuit,100050449331744
Shortcut Garage,1230765190364778
Shorty and Kodi,124763420928336
Shots of Positivity,1665476497024026
Shotto Guapo,455270821512644
Shotty Horroh,100044974390033
Shoukat Raza Shoukat,150928551614054
Shoutout Sudbury,668905983143400
Show One Productions Presents,134908169907481
Showbizz.net,511420095548284
Showcase,57521976614
Showhome Furniture,127941207397955
Shqipëria e Bashkuar - Berissa,152908898067505
Shred Kelly,100050186002660
Shreddelicious - female guitar players community,272360466150651
Shri shirdi saibaba ஶ்ரீ ஷிர்டி சாய்பாபா,326259707570472
Shriners Hospitals for Children Canada,15621747933
Shur-Gain Feeds'n Needs,861611260596740
Shy Glizzy,100044611981379
Shyju Mathew,100044153933564
Si on s'aimait,111238502344525
Sia,10959868407
Siavash Ghomayshi,133392636676173
Sibéria Spa,69871289159
Sicamous Eagle Valley News,261520070555806
Sicard RV,72539653761
SickKids Foundation,138822135421
SickNotWeak,212902265729567
Sickboy Podcast,1625309744421068
Sicker Than Others,448713595664191
Sickick Music,404582582996167
Sico,188787204500948
Side Effects,100046803502588
Side by Side for Good,103498497955115
Sideline Sources,817247108612273
Sier-P,576763969396468
Sierra Club BC,136350861428
Sierra Idrees,820742054666212
Sift Heads,276554845714710
Sigfusson Northern Ltd,115711625182611
Signal Hill,18775981618
Signal Hill National Historic Site,445666215515734
Signature Investment Properties Limited 宏基多倫多物業,574629696045631
Signature Productions Toronto,131530393636499
Signé Garneau,162693277091971
Signé Laval,699568913754080
Signé Local - La vitrine du Fait au Québec,1537883356432180
Signé caméline,896210247104824
Sigrun,100044235199272
Siguiente Destino,1164799396886245
Sikh,339974470095947
Sikh Heritage Museum of Canada,292883220812413
Sikh Kom De Heere Bhai Ranjit Singh Ji Khalsa Dhadrian Wale,404997632892326
Sikh Temple Saskatoon,450472435017375
Siksika Nation Administration,161664470854717
Silence on joue,845974938804776
Silhouettes Boutique,125532538391
Silk Music,333573565548
Silk'n,88607633677
Silly Cats,2217973548427254
Silly Hippy,425958360788038
Silly Hippy Nature Club,108299837218641
Silo 57,609085822623089
Silver Linings,131811507020398
SilverStar Mountain Resort,130898433635474
Silverdale Doggy Vacation Lodge,367851753291304
Silverton Mountain,26976765969
Silverwax,259526910792222
Silvia Moreno-Garcia,1649730061959968
Siman Auto Sales,117425694937714
Simcoe County District School Board (SCDSB),106064239415393
Simcoe Muskoka District Health Unit,430001483722912
Simcoe North NDP / NPD Simcoe-Nord,574834133013833
Simcoe Reformer,117205664965854
Simcoe.com,1500013840211177
Simon Boulerice,759613384137858
Simon Fraser University,9079455019
Simon Fraser University Pipe Band,100046771253732
Simon Gervais,100057819709364
Simon Gibson,638849389464191
Simon Gouache,100044625240367
Simon Haiduk Art,100043975486835
Simon Jolin-Barrette - Député de Borduas,429057653799783
Simon Kearney,200931626640848
Simon Marcil - Député de Mirabel,878066642252922
Simon Morin - page officielle,258741417519538
Simon The ONE Marcus,365811216764919
Simon and Martina,196183141101
Simon-Pierre Savard-Tremblay député de Saint Hyacinthe Bagot,1964018223706974
Simona  Halep,100044393680642
Simone Denny,74533526522
Simons,253043118101485
Simple Bites,100050396713751
Simplement Moi,444711738882212
Simplii Financial,109934546394103
Simply Beautiful Box,1334655206631941
Simply Chic,134839129944545
Simply City,100047104962967
Simply Cottage,135917093137992
Simply Country - Midland,15432335196
Simply Delicious,134462243328844
Simply For Life,1458552597696439
Simply For Life,100044368331982
Simply Nailogical,100044242005402
Simply Stacie,68378217588
Simplypodlogical,106424764232102
Simpure,106934750673631
Simranjeet Singh,114866935677644
Sinai Health,51604227329
Sincop8ed Noize Foundation,792560630802656
Sinestro Corps Doktor Öz,611056369073379
Sinfonia Toronto,7054822465
Sing Out Loud,1421847374788504
Sing Tao Daily Toronto 星島日報 -  多倫多,171261043689650
Sing Tao Vancouver 《星島日報》溫哥華版,555357744522155
Singer Yaadasaa Shirii,132373724058481
Single Dads/Fighting Fathers,365716300203977
Single Moms of America,118603465331071
Sino General,115824024163
Sipadan Kapalai Dive Resort,1430987040453053
Sipology by Steeped Tea Inc,117234835802
Sir Pathétik,100044387710981
Sir Sam's Ski & Bike,216200835113353
Sir the Baptist,245761362230489
SiriusXM Canada,152470488107976
SiriusXM Franco,272013046020
Sisley Paris,123166261141508
Sissy World,1390014684661195
Sisters Kitchen,106997880956261
Sit With Me,403435703038333
Sitara Hewitt,100044080194109
Sitara Indian Cuisine,350821398316269
Six Nations Police,194912403886073
Six Nations Tourism,1378332232435269
Six Nations of the Grand River,270153759677608
Six Nations of the Grand River Territory,186723078438395
Sixonesix EntertainmentMedhat,1392340427453609
SkEye Stream,720571024708946
Skaodi Officiel,779908362121747
Skate Canada / Patinage Canada,129815677038
Skate Canada: Alberta-NWT/Nunavut,126846494047197
Skate Ontario,111990152120
Skate!,37618234598
Skeetchestn Indian Band,1420631651516096
SkeletonHD,1659718510953922
Skeptical Cat,1847860465261578
Skeptical Meme Society,199409080212314
Skeptical Spectacles,209960782357897
Skepticus,509141149288479
Ski Addiction,131338440309010
Ski Garceau,435198853262534
Ski Québec Alpin,180373215310448
Ski Saint-Bruno,129889453759987
Ski Wentworth,158042883742
Ski-Doo,258032334232959
SkiBig3,263581132816
SkiiTour,100044155700181
Skills Canada - Ontario,153697034656518
Skin Essencia,118413981517774
Skinny Hobos,659027190885375
Skinny Keto Recipes,228685403975072
Skinny-teatox,360988444006004
Skinnypigs1 Pet Palace,163022580387510
Skinnyroti,1616257051925006
SkipTheDishes,186704311429608
SkippyStreams,166800174013623
Skookum Jim Friendship Centre,225218697517943
Skratch Bastid,16196569083
Skull Fist,100044542444715
Sky Monster,2171343213134353
Sky Zone Dieppe/Greater Moncton,884852024992959
SkyFire Energy,185362334862034
Skyblu Condos Cité Mirabel,173447929898989
Skydiggers,7101502574
Skydive Vibes,778926552291700
Skye Sweetnam,8401845475
Skye Wallace,185585623486
Skyweaver,556691444865120
Skyxe Saskatoon Airport,128293757207515
Slammers Snacks,418944444903177
Slap Shot Hockey Shop,159187074138162
Slay,227552554273804
Sleaze Roxx,110303422333490
Sled Island,10606669615
Sled_Headz,351781105028402
Sleep Country Canada,203902222953475
Sleepwell Property Management,299626759865
Sleepy Gonzales,581259545310673
Slice,66787661100
Slice Int,111654947306039
Slimming Eats - Slimming World Recipes,100050415672965
Slingo,557155880988173
Slingo Casino,387683491309848
Slipacoff's Premium Meats,6084549630
Slipknot,6478112671
Sloan Music,100044219779916
Sly Stallone Shop,126773307975292
Slynk,26057488195
Small Town Artillery,313327625422055
Smart Trucking,171796389567729
SmartCell Communications - Windsor,5778777767
SmartSweets,1680529988890160
Smartwool Canada,450984028418021
SmashMouth,100044426769701
Smashing Satellites,100050204391687
Smile_سمايل,107961677420116
Smiley,766288260144777
Smiley's Buffet and Catering,162171790504719
Smith & Myers,111165663753504
Smith & Thell,100045478670814
Smithers Interior News,226465707384132
Smiths Falls Record News,535833289857070
Smitty's Home Hardware & Building Centre,359864570858702
Smoke Meat Pete,227070167344264
Smoke's Poutinerie,112693475409611
Smoke's Poutinerie Oshawa,286934004778055
Smoke's Poutinerie St. John's,229589380526835
Smokebox - Fumoir & BBQ,2233659040049962
Smoker Broker,564966430238736
Smoking Bears,550714275125297
Smoking Lily,188118946948
SmokingFish,477504755711742
Smol Thicc Loli goth gf,100050336536280
Smonking Ganja Ironically,1482190688568644
Smoulder,1414078455514831
Smple,1169608513188962
Snak The Ripper,100044531795560
Snake Lake Brewing Co.,830288480454682
SnapChat - Feels,1247166095331478
Sneaker Talk,1687152981523795
Snotty Nose Rez Kids,100044182402054
SnowSeekers,116422142346
SnowTrax Television,245518415487
Snowboard Addiction,53900772618
Snowboarding,7719239742
Snowboardprocamp,212008815513434
Snowmobile,229063150959902
Snowy Owl Sled Dog Tours,73838610553
Snugabell Mom & Baby Gear,158621530862737
So-Cho Le Saucissier,224811047576061
SoCal Jet Boats,186501788728
Soap Opera Spy,241921332646518
Sobeys,126668470941
Sobeys Bathurst,965238380235822
Sobeys St. Albert,325224271338693
Soccer Québec,195926650532157
Social Media Pakistan,480161202495938
Social Nature,253535918027711
Socialize Africa,106256224215302
Société Nationale de l'Acadie,333247261112
Société Saint-Jean-Baptiste de Montréal,310636555680514
Société canadienne de la sclérose en plaques,12713282418
Société canadienne du cancer,102648612728
Société d'habitation du Québec (SHQ),215046621957195
Société de l'assurance automobile du Québec - SAAQ,158061404248123
Société de la SLA du Québec - ALS Society of Quebec,130269153678666
Société de recherche sur le cancer / Cancer Research Society,194107107271152
Société de transport de Laval - STL,159277776689
Société des arts technologiques [SAT],8345730249
Société immobilière Huot,158514677555146
Société nationale de l'Estrie,1896950440530548
Société pour la nature et les parcs - SNAP Québec,107424984239
Société protectrice des animaux de l'Estrie,132261576794747
Socofrais,596154843736910
SodaStream Canada,323955194307185
Sofia Kay,803649283357576
Sofia Reyes,527026777348963
Sofitel,172908953407658
Sofitel Montreal,212805182004
Soft 103.9,277089462190
Softest Hard,1623147677920866
Soheila Golestani,614406895307309
"Soins Infirmiers Plus, Québec, Canada",414005415370058
Soirée Artis,208941635787127
Sol Zanetti,170209540348018
Solar Uniquartier,1150940348320662
SolarHam,139562326142070
Soldier On / Sans Limites,211815292207397
Sole Addiction Grande Prairie,9131084979
Soleima,100044463065096
SolidEvents.ca,106839146025962
Solitaire Arena Community,199506090165265
Solitaire Atlantis,623374697685353
Solitaire Tales,146974018804301
Sollio Groupe Coopératif,1665287930183951
Solo Travel Society,83319714352
Solotech,161608353927634
Solution ERA,503728229661852
Soma Chocolate,298127545069
Somaliland visions,108798357161139
Somebody Feed Phil - Netflix Original,149463619089289
Someone Knows Something,1666794533602660
Something Witty Entertainment,196764863781239
Sommet Saint-Sauveur,112984372081880
Somos La Generacion Del Rapto.,445109502322611
Somos Latinos,119575059431304
Son of John,278766962629131
SonReal,100044173672332
Songkick,305793219462203
Sonia Benezra,100045725224467
Sonia Jhas,100044297266375
Sonia LeBel - Députée de Champlain,206131499989830
Sonia Ricotti,38785128855
Sonia Sidhu,100044531552297
Sonia's Henna art,100766896692936
Sonic Concerts,7120998803
Sonjdra Deluxe,100050649332158
Sonny Digital,124344253159
Sons of Daughters,100057951373895
Sons of Kent Brewing Co,192459281097711
Sons of Maxwell,10727421919
Sons of Otis,16821448543
Sons of Vancouver Distillery,658711214245338
Sonxplus,29573945276
Sony Music Australia,163908270301468
Sony Music Canada,91950092377
Sony Pictures,67735400966
Sonya Savage,623676327978243
Sonysree Creations,1569349006699487
Soo Greyhounds Hockey Club,115900008463706
Soo Memes,206687382763572
Sooke Coastal Explorations,194738513901457
Sooke News Mirror,203747586359079
Sooke School District #62,1544439365803313
Sooreety - سوريتي,154180881756550
Sootoday.com,106903626045441
Sophia Pierson,100044237925649
Sophia Radisch,547077701982835
Sophie B. Hawkins,100045038736586
Sophie Grégoire Trudeau,1732388847014056
Sophie Lui,250379988319773
Sophie Pelletier,100044146373846
Sophie Thibault,100044407870439
Sophie's Dog Adoption,144609655558156
Soraya Martinez Ferrada,192578804721073
Sorcier Des Glaces,100057957857309
Sorel-Tracy Express.ca,134811643264666
Sorrento restaurant,329637537093239
Sors-tu.ca,124683724220680
Souad Daoudi Hypnothérapeute,1410728605721448
Soucy Track,185773681541925
Soul Button,100044546131547
Soul Full Makeup en français SVP,112866956089488
Soul Science,1612423295660924
SoulWhispers,100052459220190
Souldia,458373947548692
Souls Harbour RESCUE Mission,19878023712
"Souls Harbour Rescue Mission, NS",121260687903485
Souls in Transition,322044806404
Sound Check Entertainment,305761302857649
Sound Wellness for a Positive Life,368682879874775
Sound of Music Festival,130976070267157
SoundCrowd,184131661961969
Soundbox Productions,119394598081776
Sounds Man Express,106855954364054
Soundwave,108272269347764
Soundwave Hearing Care,185317831605249
Souris & Area Branch of the P.E.I. Wildlife Federation,109225502447602
Souris Mini,115087575182420
Sous le Bandeau,690090174509977
Sous Écoute,1111309705552440
South & West Ethiopian Media,970304843171824
South Beach Casino & Resort,243337979012433
South Bruce Fire Rescue Teeswater Station,1430028913973570
South Country Co-op,156806674379407
South East Saskatchewan Storm Chasers,146017989063512
South Eastern Ontario,216818685015479
South Fort Chevrolet,128994760511350
South Glengarry Fire Services,44521351645
South Nation Conservation,136371005438
South Point Resort on Canim Lake,122206185077904
South Pond Farms,198175050233404
South Shuswap Chamber of Commerce,1570405866564279
South Simcoe Machine,1454380921279800
South Simcoe Police,642127539147451
South of the Fraser,113339693432808
SouthPaw Animal Hospital,167999129930678
Southeast Cartel Music,100044204390634
Southern Accent Restaurant,168970597010
Southern Breeze Sweet Tea,430629623731332
Southern Cameroons News/Ambazonian Watch Dog,1648168492147596
Southern Chiefs' Organization,1601555680081592
Southern Christmas Show,204110408048
Southern Sustainability,109205663852133
Southlake Regional Health Centre,177256525673148
Southwestern Manitoba Animal Rescue Team,643549479006987
Soutien aux Policiers Québec / Canada,445060555522928
Sovereign Likhts'amisyu,292028024848084
Spa & Hôtel le Finlandais,198474150172008
Spa Bolton,223510291073888
Spa Botanica,596968613678069
Spa Olivia,120072611345634
Spa Ovarium,202671879748745
Spa Utopia,320607341762
SpaceFlight Insider,254774621252230
SpandyAndy,22282574446
Sparkle My Day,256553201107795
Sparkling Ice Canada,1640411736209531
Sparrow Quilt Co.,200360616641060
Spas et Piscines Sansouci,221364024551118
SpeXial-Evan,662153507166066
Spec-D,157493607638665
Special Olympics British Columbia,162286397145
Special Olympics Canada,110015995699637
Special Olympics Nova Scotia,434312063275851
Special Olympics Ontario,387573485347
Spectacles Bonzaï,169561733199001
Spectra Musique,122509394456965
Spectre Media Group,804599542947241
Speech Therapy Centres of Canada,120589901356274
Speed Academy,1466516253579460
Speed Skating Canada | Patinage de vitesse Canada,151258231633747
Speedo Canada,2218968785050773
SpeirsTheAmazingHD,100050272428418
"Spencer ""Spenny"" Rice",100044175502317
Spencer Fernando,666723593385970
Spencer O'Brien,100044347723219
Spencer West,100047264644495
Speyrit,534240116729403
Spicer Cole Fine Jewellers,256630567785755
Spicy memes that make you go ooh ah spicy,109031317101922
SpiderMable The Film,1124109730997278
SpiderTech,182104469322
Spin Master Global,998790140185143
Spin a Yarn Crochet,100044499936867
Spindrift Brewing Company,1433138723650146
Spinnin' Records,77677035678
Spinrite Yarn Factory Outlet,123133897739148
Spirit Bear Lodge,88792074359
Spirit of Newfoundland Productions LTD,137722869573373
Spirit of the North Community School Official,127981214046752
Spirit's Mission,540987305939916
Spiritual Gangster Memes,100052696463983
Spiritual Quotes & Beautiful Photographs,291892577576921
Spiritualité des Fées,511519665603451
Spiritually Guided Readings By Tamara Palmer,1906699526107064
Spiritually Inclined,100057555134004
Spiritually Speaking,126860808024752
Splash'N Boots,119390268090029
Splendeur Natty,590779514355145
Spodermen,159576594172279
Spoiled Rawt'n,489486037884148
Sport Fishing Institute of BC,112479852159850
Sport Nova Scotia,359268744094888
Sportium,929643970407710
Sportive Plus - vêtements sport femme 14+,114467725235296
Sportpat,1491828267756412
Sports Excellence,367906693292275
Sports Experts,1117872438254729
Sports Experts,113969202017216
Sports Experts Hawkesbury,124837184939137
Sports Memes,401986249850335
Sports Québec,446561368753222
Sports Team,100044536805192
Sports aux puces - Saguenay,1604828449791249
Sports4Geek,2207514616177960
SportsLogos.Net,82100654030
Sportsnet,103863031495
Sportstats,376385140499
Spotted : Clients de marde,486273498146486
Spotted : Dash Cam Québec,360020580804145
Spotted : Laval QC,204591123028820
Spotted : Longueuil,438311612934122
Spotted : Mirabel,392645790853921
Spotted : Police de Trois-Rivières,530323127016774
Spotted : Saint-Georges de beauce,378831002175138
Spotted : St-Hyacinthe,1488288984717579
Spotted : les meilleurs au Québec,170317256498579
Spotted Amos,1406640822977713
Spotted Ange-Gardien,169717863228839
Spotted At Mac,396460550489955
Spotted Boucherville et environs,1426549467596442
Spotted Coronavirus Canada,107514170878766
Spotted Cégep du Vieux Montréal 2,1423925397861034
Spotted Hopital Maisonneuve-Rosemont,1143722658988169
Spotted In Sudbury,1382648225329060
Spotted Moment bizarre,500246926847105
Spotted N'importe Quoi,1575333519356008
Spotted On Halifax Transit,1492789217672684
Spotted St-Bruno,637105026315286
Spotted St-Calixte,266322003555123
Spotted St-Eustache,382908818490025
Spotted St-Jérôme,1554987218074978
Spotted St-Lin Laurentides,202401539883965
Spotted Terrebonne - Mascouche,360531497379895
Spotted celibataire,199558200219793
Spotted in Kingsville,1455375584718234
Spotted in Windsor,445675608883170
Spotted st-jérome,444778005599614
Spotted à Gatineau,534566916597159
Spotted: Arvida,236062703199939
Spotted: Blainville,204685139655858
Spotted: Bromont,591655074213058
Spotted: Brossard,222450487898376
Spotted: Concordia,475479405848015
Spotted: Construction Jo clé,784045898334650
Spotted: Dawson College,481468415253012
Spotted: Drummondville,589355361096633
Spotted: Jeunes mamans,256273821189296
Spotted: Laprairie / Candiac / Delson / Ste-Catherine / Stconstant,467001970050131
Spotted: Levis,575810589129160
Spotted: Longueuil Original,1568305173420193
Spotted: McGill University,143567425793385
Spotted: Montreal,616077881741895
Spotted: Plaques Personnalisées,321233491772637
Spotted: Rivière-du-Loup,190503554492195
Spotted: SOS Couples,903587929706691
Spotted: STM,1419398574974251
Spotted: Saint-Hubert,125286234321345
Spotted: UDeM,1471747076382048
Spray-Net,115373535207718
Spring Creek Garden,513978558740733
Spring Magazine,2469709566375389
Springs Church Winnipeg,101003189943328
Spruce Grove Community Church,210455451504
Spruce Grove Fire Fighters Local 3021,199704853399129
Spruce Kings,110692422287589
Spruce Meadows,191306890904011
Spun Ware Over the Rainbow,714735975232630
Squad,685737008166588
Squamish Lil'wat Cultural Centre in Whistler,227593647082
Squamish Nation,374486982601357
Square 1 Hair Studio,128321853867900
Square Body Aholics,144992179575752
Square One,81437751598
